datetime,Symbol,Open,High,Low,Close,Volume
2026-01-18 16:30:00,BINANCE:BTCUSD,95131.72,95953.63,95069.64,95164.17,0.29921
2026-01-18 17:30:00,BINANCE:BTCUSD,95156.79,95197.36,95091.52,95091.52,0.02424
2026-01-18 18:30:00,BINANCE:BTCUSD,95114.89,95325.36,94970.23,95183.43,0.06784
2026-01-18 19:30:00,BINANCE:BTCUSD,95156.36,95557.32,94971.32,94971.32,0.03177
2026-01-18 20:30:00,BINANCE:BTCUSD,95078.44,95094.17,95049.07,95088.02,0.01699
2026-01-18 21:30:00,BINANCE:BTCUSD,95168.03,95193.07,95100.8,95193.07,0.00191
2026-01-18 22:30:00,BINANCE:BTCUSD,95193.07,95302.43,95178.26,95214.32,0.01209
2026-01-18 23:30:00,BINANCE:BTCUSD,95256.09,95486.53,95205.34,95486.53,0.00311
2026-01-19 00:30:00,BINANCE:BTCUSD,95459.56,95515.91,95371.8,95371.8,0.00912
2026-01-19 01:30:00,BINANCE:BTCUSD,95333.64,95467.41,95322.37,95322.66,0.01413
2026-01-19 02:30:00,BINANCE:BTCUSD,95304.19,95541.03,95293.77,95323.72,0.02635
2026-01-19 03:30:00,BINANCE:BTCUSD,95439.86,95522.1,95433.57,95491.66,0.0327
2026-01-19 04:30:00,BINANCE:BTCUSD,95478.14,95478.14,93624.72,93628.05,0.17498
2026-01-19 05:30:00,BINANCE:BTCUSD,93664.19,93664.19,91973.24,92723.49,0.27502
2026-01-19 06:30:00,BINANCE:BTCUSD,92536.7,92839.89,92255.26,92553.93,0.01006
2026-01-19 07:30:00,BINANCE:BTCUSD,92540.14,92620.91,92397.23,92540.47,0.00546
2026-01-19 08:30:00,BINANCE:BTCUSD,92668.26,92749.61,92522.12,92524.43,0.00047
2026-01-19 09:30:00,BINANCE:BTCUSD,92654.15,92710.08,92511.26,92680.77,0.05697
2026-01-19 10:30:00,BINANCE:BTCUSD,92671.47,92800.51,92551.58,92551.58,0.00571
2026-01-19 11:30:00,BINANCE:BTCUSD,92519.18,92620.06,92389.02,92583.28,0.04641
2026-01-19 12:30:00,BINANCE:BTCUSD,92583.28,92688.44,92531.21,92659.03,0.00692
2026-01-19 13:30:00,BINANCE:BTCUSD,92802.16,93296.7,92691.58,93296.7,0.01458
2026-01-19 14:30:00,BINANCE:BTCUSD,93205.08,93205.08,92977.99,93033.92,0.00496
2026-01-19 15:30:00,BINANCE:BTCUSD,92900.02,93050.75,92900.02,93025.53,0.03659
2026-01-19 16:30:00,BINANCE:BTCUSD,93017.66,93283.98,92985.13,93199.63,0.05473
2026-01-19 17:30:00,BINANCE:BTCUSD,93150.66,93216.69,92980.31,93058.96,0.04273
2026-01-19 18:30:00,BINANCE:BTCUSD,93033.5,93108.23,92734.92,93027.62,0.02373
2026-01-19 19:30:00,BINANCE:BTCUSD,93039.45,93039.45,92680.46,92788.85,0.01593
2026-01-19 20:30:00,BINANCE:BTCUSD,92936.28,93007.13,92886.36,92983.05,0.13474
2026-01-19 21:30:00,BINANCE:BTCUSD,93106.05,93353.44,93028.78,93292.2,0.04059
2026-01-19 22:30:00,BINANCE:BTCUSD,93247.01,93568.89,93126.14,93461.0,0.13207
2026-01-19 23:30:00,BINANCE:BTCUSD,93265.75,93265.75,92937.24,93065.99,0.0293
